content,score,sentiment
"Great app. Easy to use, navigate, locate or purchase items, return items, etc. It is so easy and fun to use and just ""window shop"" that it is my go to app that I use constantly.",5,1
The order page DOES NOT WORK. Super frustrating!!,1,-1
I actually really like how easy this app is to use. Not to mention the fact that their service is pretty much impeccable. Thank you Amazon for consistent greatness,5,1
I have now had  packages not arrive saying they were delivered with a picture. The app is difficult to navigate and I can't figure out how to contact about it,1,-1
The app went crazy and charged me for my monthly fee over and over and then ran my debit card sometimes  to  times a day and my debit card company charges . each time my card is declined. In December I had over . in decline fees before I canceled my membership. After that the app continued to try to charge my old debit card after I paid . to the card company so that Amazon wouldn't have my card number hoping they couldn't keep charging me. It has been a nightmare.,1,-1
Amazon app is the best because you get to literally buy everything you ever going to need and you get to sell stuff you don't want you can make your own business account to sell stuff and that's all the best parts about Amazon shopping,5,1
"App is bad and getting worse. Order history doesn't load at all which is a huge problem. Load times are crazy slow. The new Alexa button is in the dumbest spot possible. Why anyone would even need an Alexa button is beyond me to begin with. Just awful, it's like they're purposely trashing the app.",1,-1
"I like the app, and would have given it more stars, but it has suddenly stopped showing my wish lists when I want to add things to them. Very annoying.",3,-1
App has been pretty much unusable since the last update. I can't go to my orders at all through the app. I have to use the actual website to see anything.,2,-1
"Amazon is my store for shopping. You can find almost anything. I have learned that if I need or want something to check Amazon first. Amazon's prices are are in line or lower than most other stores. you can purchase your groceries or your high end perfume and it's here. the best thing about Amazon, next to their selection, is their customer service. Top notch! I'm a Prime member and I'm quite happy with Amazon. You do have to watch the private sellers though as some of them are just scalpers.",5,1
Getting very glitchy. Pages wont load. Cant go back. Gets stuck on certain pages. Becoming unuseable.,1,-1
This app get's worse and worse. The more you add the slower it get's. You need to wait seconds after each selection. Seconds is slow for,1,-1
The only thing I don't like is the codes that I have to text together to make a good perches. Thanks Rick!!!!,5,1
"The orders section doesnt display my items. I cannot track, return, or view anything. Very disappointing.",1,-1
Awesome,5,1
"Used to work great but at some point, links from other apps stopped working, such as taking you straight to the gift card redemption section from another app you purchased it through, I now have to dig for the gift card area manually. It would also be nice if it were easier (or even *gasp* auto-recommended!) to enable Amazon Smile in the app, and the fact that it expires after  months is disgraceful. I shouldn't have to research how to enable and maintain Amazon Smile for such a measley .%",1,-1
"Works fine if you don't run into any issues, but support is a joke. No direct way of contacting, a lot of automated responses and nothing solved. Quite shameful for a business of this size",1,-1
This is the best online shopping app ever it's even better if u got Amazon prime. Most of the time you're deliveries are always on time rarely they are late. Every other online shopping app I've used are always late and never on time so I % recommend this.,5,1
Difficult to find what I want. And the tracking doesn't work. Which meant that I had to wait at the door with it open from the time that I was notified that the driver was  stops away until he eventually turned up.,1,-1
Order page doesn't work.... I see many other reviews saying the same thing.. the order page doesn't load and it is so irritating to not be able to track my orders or get to my returns. This last app update was awful!!,1,-1
Used to be good but the new version has too many bugs. Keeps freezing or flickering everything I go to my orders.,1,-1
"Since the most recent update, the app hangs up if I try to add anything to a list. Very frustrating.",1,-1
"Amazon and this app used to be a good and convenient experience, but have started to be drawn elsewhere as the adverts are becoming a persistent annoyance... insurance?..NO..premium?..NO..insurance?..NO..premium?..NO..on every order? .. can't stop thinking that jus is an easy change to make to remember this choice in an app.. Come on Amazon, your better than this!!",1,-1
Please fix whatever the problem is when trying to pull up my past orders! It takes forever to load if never! I have updated my app & it seemed to get worse after the update!,2,-1
Used to be good and reliable. Now they can't deliver most of packages on time. Amazon has to improve their drivers.,1,-1
"Yet, another fail with the update. I don't use Alexa. The short cut is annoying and in the way. And let me remove the Alexa list you put on my lists!!! The huge overhaul you did several months ago sucks. It was great for years until you screwed it up!!",1,-1
Largest company in the world thinks everyone can afford $ phones with enough RAM to support the bloat in app. That's why they sell so many $ phones lol. Need to make an app version for slower phones.,1,-1
"Use this app several times a week to look at items and place orders. Some items are junk and don't even work as stated, others are better than some US products. China makes em we buy em ! Amazon gets them to you in a very reasonable time, which I love! Most prices are very reasonable.",5,1
Good service to serve and deliver your order,5,1
"The app is very slow to switch pages...also the stupid app doesn't work, very annoying!",1,-1
Please bring the old app back. The new app is not working on my android phone. I can't check orders or buy new items. Nothing shows on the search result.,4,1
You would think that with the amount of money amazon make they would have their app fixed by now. It's been  weeks. Still can't see my orders.,1,-1
"It is very difficult to find a way to contact customer service , sometimes the contact seller button is present , other times it is absent. It would be great if there was an option to choose to ship all items in one order , but instead if I make an order I keep receiving boxes for one order over the span of days , this wastes packaging and courriers time, and amazon as a company should be aware of how wasteful this is.",2,-1
"The new grid view for everything is annoying and I can't find a setting to get the items back in list view, I've spoken to multiple ""support"" staff and they have no clue either. Why anyone would want a shopping app to be in a grid format would be beyond me. In stead of easily being able to find what I'm looking for and how much it costs, I'm left scanning right, down , left, down, right....",1,-1
It is a very good app to online shop but I removed a star for lack of options for model trains especially N scale but overall great place to shop.,4,1
"This has become very buggy over the last several months. I've even tried using browers, and have come to the conclusion it's the website, that needs to be debugged. Amazon fix your bloody website, and apps. By refusing to do so you are losing customers by the second.",1,-1
"Used to love this app, however since last week it keeps changing to French. I adjust the language in the web browser or the app but it keeps reverting back. Literally seconds after saving. Or I leave and go back it is in French again. I live in Alberta so it shouldn't be automatic. This is very frustrating and I am ready to delete.",1,-1
how can you beat it ! Time saved looking for products. Most items received in  - days. Awesome !,5,1
"I purchased a moto g  power that was advertised as unlocked,gsm phone. what I received was a locked phone. hours after receiving it,and , trying to set it up with my service,it said it was not set up to connect with service... I could not open to set up APN...It was obviously a locked phone!..I immediately contacted Amazon and asked for a refund and return label,to which Amazon quickly sent.....A few days later I received a email from Amazon, saying I returned a different phone!, and they wou",1,-1
"Cart not working on wifi, on mobile it's fine, on wifi everything works except for the cart, uh oh dogs is all I get, I need to switch to mobile to check out and it's annoying! Happens since upgrading my phone to android .",3,-1
First they increased the membership price. Then they increased the taxesyku pay when checking out. The perk that I loved was getting stuff delivered same day. And now I gotta add . worth of QUALIFYING items. I'd rather go back to Walmart..I spend a lot of money on Amazon and as a valued loyal customer ..I'm being HIGLHY PENALIZED for spending mostly money on Amazon....rich people live in fear of not ever having enough and it shows. People will go back to Walmart in flocks,2,-1
"Very frustrating. I got a message browsing on the website that I could get a $ coupon for shopping in the app. When I go into the app, I cannot find this coupon anywhere when I went to place my order. I both chatted and talked with customer service and they did not seem to understand the issue. I feel like it is a scam and false advertising. I need help.",1,-1
"Amazon is great for delivery and returns, but the app and its UI is absolutely awful. So, so difficult to find what you want, no standardisation for information on products, unhelpful search results. It's a really awful app and mind blowing such a big company can't get the basics right",1,-1
"My packages always arrive on time. Very quick turn around from time order is placed til its received. I can always find exactly what I'm looking for & always at a great price. I also have Prime video & there are alot if great movies to watch. Some are for rent, some you can buy & there are a ton that are free if you have Amazon Prime.",5,1
App even more annoying than the Amazon website: constantly pushing prime and with a confusing interface to try ans get you accidentally buy it. Was promised £ for using this and didn't get it. I'd rather just use the website in browsing.,1,-1
I don't use stores much anymore but for cleaning supplies. Amazon has the best products and guarantee out there on price and quality!,5,1
"Sometimes good sometimes horrible.... and sometimes downright downright disgustingly nasty to clients.... I have reported them to the better business bureau for so many items not recieved, not replaced, and unrefined. I used to  Amazon. No Amazon, no cry!!!!!! Lol ",1,-1
"App is broken. Went and tried to do my grocery shopping on the 'fresh' side of the app and the very last page on the confirmation is just broken. It asks you to select a window for the timeframe of your delivery, but then won't register a selection was made. Obnoxious the VERY last step was the dysfunctional one.",2,-1
Please make the app more user friendly. I changed the date for my subscribe and save subscription and it literally added a second shipment for the month instead of just changing the date for the next shipment. Also there is no total shown for each subscribe and save shipment.,2,-1
"Good app to by almost everything, but very annoying when it comes to deliveries. I have just missed a delivery from a driver that after ringing me unsuccessfully for connections problems, I ran down the stairs, waving at him and shouting, he just passed by me al my front door only  meters away from him and I only recived a message from Amazon saying they will try again, after being all afternoong and evening waiting for my parcel. Very poor comunication with driver, he should have tried again",3,-1
"It's a great app, but with most apps and websites, there is room improvement. For instance, there should be a way to add more than one item to your wishlist at a time, say that I want to bargin hunt for a specific collection of books in different series say Reacher, Cross, Bosch, and others, instead of adding the books individually to the list so that they on one screen at once, users should be able to add all books from a series in a specific format to their wishlist to monitor prices.",4,1
My experience with the app has been terrible . I didn't think Amazon could get any worse but now all the books on my Kindle app have disappeared and Amazon makes it almost impossible to recover them.,1,-1
"Absolute rubbish, works well for a bit then crashes causing everything to become garbled. Seems to reset on its own but only for a short time. Can buy what I want from Ebay, sometimes even cheaper with respectable delivery. Wondering why I'm a prime member. I've tried all the recommended fixes. Even worse since I upgraded my phone.",1,-1
Devs... All I'm asking is to fix the bug issues it's not hard if your an avid android dev. App keeps crashing on every item click. I have to be resorting to the web version which is counter productive.,1,-1
I have been using this app for years. I don't know what has happened lately but I haven't been able to pull up my orders. I was hoping with the last update this would be fixed but it doesn't appear that was the case.,2,-1
I love this app ! But I took one star away because they don't except food stamps for food on Amazon. However if you are serching I bet Amazon has it !! They have everything you can think of.,4,-1
"I dont understand how a HUGE company has the worst shop app and propably overall worst app i have used. Issues i encountered when i first time downloaded the app today: Usa store, english language and euro currency makes the app crash and the app refuses to open anymore. Tested on  devices and only way to open app again is to reinstall it. Swedish store is just a huge mess. I have accepted cookies propably  times, cause app just keeps asking my preference. Loots of errors at random times.",1,-1
Please fix thos- I'm in this app A LOT and there's some inconveniences. . When I'm moving things from one list to another it takes me all the way back to the top of the list that I'm moving things from instead of putting me where I left off I have to scroll past everything that I've already looked at. . When I'm changing things from one list to another the list I transferred things to last should be at the top of all the other list to make it convenient &,3,-1
So many people have told me that Amazon doesn't give their products a good review if a person gets something that is easy to break like something made with glass. I talked to a woman who worked for Amazon and she said she would never buy anything that needs to be careful with because the workers doesn't care how they handle stuff. She said that they just throw stuff around and doesn't care if the stuff breaks or not they throw stuff in the trucks like no respect for the products.,3,-1
"Since update, app looks to time out when clicking into personal info(previous orders) search is slow as hell. App has gone downhill terribly in last  months.",1,-1
"This stupid app has been recently having a hard time loading my past orders . it either gives me an ""Opps something went wrong"" message or wont load past orders at all. I've had to revert to using a website browser. Update this please, it was working fine before. Using this on my Samsung S phone.",1,-1
"Amazon in general is going to the dogs. Ordered several packages between January and now and have been having a very hard time even getting them to send the products. Amazon wants to give $ credits for inconvenience but when the item doesn't show I'm out time and money and the product. Amazon wants to up the prices but can't guarantee a  day delivery when I live  minutes from a hub the said item ""left"". Not the way to do business especially for a company with monthly fees.",1,-1
"First order and they have put my account on hold asking me for card and bank info and all that nonsense, never had this issue with AliExpress asking me for extremely personal information, what a terrible experience from amazon. Just disaapointing",1,-1
I am unsure I will be using Amazon. I had purchased a laptop for $ and realized I bought the wrong one so I cancelled it and never got the money back for refunding it. Instead the sent MY MONEY to some random bank and I have no clue where they sent my hard earned money.,1,-1
"App doesn't work and hasnt for weeks. I keep updating it waiting for a fix but every time you open it and try to check on your orders or god forbid you try to move stuff around in your cart, it just loads for up to  minutes or says ""we're having trouble displaying this page"". Can't even use it enough to complete an order",1,-1
"The app is super slow. It's frustrating just to try to check your orders, it takes a long time. For a company worth billions, it's unacceptable to have this type of problem.",2,-1
"Amazon isn't perfect. I stepped away from it for awhile, but I decided to come back. I qualified for a discounted rate, as I had in the past, but mistakenly re-enrolled at the normal rate. Now, just the thought of having to navigate the sight or call to do that is a monumental task, like I paid to punish myself. To my amazement and awe, Amazon corrected my mistake, for me. Thank you for earning and regaining my confidence. Giving Amazon another chance was no mistake. I'm pleased.",5,1
I'm concerned about an item that keeps popping up on my cart being shipped that I did not order I'm not sure how to stop this from happening again I always cancel it because I get a random notification saying that my card is declined for an order of something I ordered a long time ago and already received how do I cancel this I think maybe it's a product that comes every month how do I cancel this?,2,1
Called at least  times. The first st time they said they would make changes to my account and let me know within a few days when I could try logging back in. No contact made. nd time they said the same thing but added that they willneed to disable my account to make some changes to my account as the security  step verification was not acting normal. No contact. rd time the guy now tells me make another account with same email and # as I can't close it. How secure is that for ID Theft?,1,-1
"I'm not sure how often this app is updated, but it seems to be too often for the amount of persisting bugs. For the last dozen or so versions, any notifications I get from the app don't direct me to what the notification was regarding, it just opens the app on the last thing I was looking at. This wouldn't be such a huge deal if Amazon would regulate the keyword exploitation, I could manually search for things if they weren't  words long and don't fit in the notification.",1,-1
Amazon appears to do NOTHING to stop bots buying all of a hot product. So those of us normal people using the app to try to buy one as a customer get nothing but error messages until the stock is all gone.,1,-1
Is a very good app! Very challenging to get to customer service or to speak to a live person that is the only negative thing about this app,4,1
Absolute trash. Another trash app that locked me out of my own account. Don't ask me to contact customer support. I already did. They hung up on me. Twice.,1,-1
Bad I made one purchase it was fine. Try to make another purchase didn't go so well. Had a difficult time trying to make another order. I'm  years old couldn't remember all those steps I had to go through. Been trying to place another order but I can't get through. Is making me frustrated,1,-1
OK This was the greatest experience. I ordered a whole bunch of items a few days ago and WOW there here today. And a couple were from last night. Thank you so much Amazon. You're the best! As well as all the distributers.,5,1
"Great when it actually works. Everytime there is an update... I have nothing but problems. ""UH OH.. SOMETHING WENT WRONG ON OUR END. GO TO AMAZON HOME."" This error message is especially annoying because a) it is in all caps and b) it does not actually take me to Amazon home. It takes me into a vicious loop of errors and frustration.",3,-1
This app is pretty horrible if I don't have a wifi connection I can even use the app it just shows a cute dog and a Oops something went wrong on our end no matter how good my cell connection is. Needs to be fixed.,2,-1
I love the app but I really hate purilator they don't deliver and the closest one to me is a hot away if I wanted to travel that far too pick up a order if just go to Walmart or some other store please so using purilator,3,-1
The latest version of barcode scanning doesn't work at all!!! Please fix it! Same old issue!,3,-1
DO NOT BOTHER!! They no longer deliver on time care about the customer or service you with a quality product. They have gone from decent to non existent. I've had to return  items in many weeks one of them being almost $ let's just say I'm still waiting I'm just not gonna hold my breath. I pay for prime membership and for what to have them tell me they can't refund me the $ I spent on early delivery. Brick and morder here I come!,1,-1
I use Amazon Fresh every - weeks. The latest update will not allow me to finalize the purchase. The app gets stuck on confirm address and will not move past that screen.,1,-1
I would rate this five stars because I love shopping on Amazon. But the fact that the last time I had prime they kept double charging my account sent their rating for me downhill.,3,-1
Notifications hasn't worked anymore for over a year. Was hoping it would have been fixed as time went on but no. Try doing a Google search but that just gives me directions on how to turn it on. Any fixes?,1,-1
All the reviews for Amazon are very negative and too long. At least for me Amazon has not crashed ever and it works very well for shopping inside and outside the US.,5,1
Won't tell you when your Amazon is going to renew and isnt consistent on which day it takes out. Amazon prime is a rip off. Tried to use it to watch movies and wouldn't even load movies.,1,-1
"Been having problems for a while searching products very slow and often end up with the ""whoops we have a problem message"". Have reloaded and not made much difference very frustrating",2,-1
Bad experience,1,-1
It's so frustrating that one of my order is out of stock... And they send me a message that they will return my mo ey after weeks...and it's been  month now but still theres no money return in my ATM.. I called theme again and they said it's already return my money but still there's no money to be return...Not like other stores that if some of your order not available its automatically they refund your money.. They put on your wallet in the store... I don't recommend this app....,1,-1
Very fast delivery time from placing my order of  remote controls for Panasonic products. Excellent professional service. well done !,5,1
Good app easy to use lots of deals to find on there. Only problem is every time I open the app it gives me a white screen instead of opening straight away. So I have to exit and open again. I will try and reinstall the app.,5,1
The customer service is phenomenal!!! I order things on here because its cheaper than driving somewhere since I live out in the country. I ordered the wrong vaccuum bags and it was going to cost just as much to send them back as what they cost.... I contacted them to see if there was another option and the rep just refunded me and thanked me for being a member! I am going to order new bags that FIT and do plenty more shopping with them. Thank you Amazon for lookin out! I didnt expect that,5,1
"It is impossible to contact Amazon if you have hearing problems and can't use the phone. I have shopped regularly but changing to a new device I cannot log in to my account. I am sent in a never-ending circle of login, verification, so called approval and back to login, verification etc. After  days of this I am fed up. The so called email support came back saying nobody monitored it and to ring. I was able to buy what I wanted from my old device but that might be my last purchase.",1,-1
"I LOVE AMAZON!! So many products, really good prices, and customer service is always helpful if you ever have an issue!",5,1
Cannot find AmazonSmile Settings. Works ok for shopping despite being kinda slow. Not a big advantage over the web browser.,3,-1
"This amazon app keeps switching to spanish. I do not know spanish so, unable to change it back to English. What a PAIN. i have to delete i guess.",3,-1
Not as great as i though this thing sucks bigtime. I see the dog so often. I dont even try to order from amazon anymore. I doubt they care either. Im considering canceling all my subscriptions and going elsewhere. Its several months since i wrote my origional reviee and i havent seen any change at all. It works ok on my kindle but the app mostly doesnt work at all on my phone. Doesnt look like they care either.,1,-1
"Stop being late on deliveries you promise will ship on certain dates, and in many cases, overnight! My current late order is already  days late as of this post. This happens way too often for a brand of your caliber. Edit: This shipment never arrived, but more than a week after this review I got a notification saying it was left at a UPS Center to be picked up instead of being delivered to my house as promised.",3,-1
Fix the your orders page. This is annoying I can't even return something cause I can't see my orders or when they will be delivered. Soo annoying,1,-1
"I have cancelled my prime membership long back. But I dont noticed later that I was being charged for it for months. When I raised the complaint, it was reimbursed. Now after months Iam facing the same issue. I just noticed on my card statement that prime membership is being charged. But it shows that I dont have a prime membership on the app. The customer care guy says its auto renewed. This was not done by me, which means its been automatically done from amazon's side.",1,-1
Clearly no QA done on current gen phones. Order history hasn't worked on my Pixel  in weeks. No obvious mechanism in the app for bug reporting.,1,-1
"Racist settings. Lately everytime i use the site, my language settings are switched spanish. I assume because my name is spanish they assume i speak & prefer spanish. I don't and that is racist. I've tried manually setting my language settings to English & it still defaults to Spanish the next time I use the site/app. This is incredibly annoying and offensive.",2,-1
Been using the app for years no issues. After selecting language and currency the app closes and won't open again. It's a android  issue needs fixing! App still works perfectly on my older android  phone,1,-1
"The reason that l am rating it  stars is because l have order a package three times. First time it came and l was happy but then their was a a problem with it, Second time l refunded it then bought it again. Didn't come. Third time I bought the same thing happened. Like where the hell is package.",2,-1
"Happy with App, virtually never have any issues using & thanks to signing up to Prime, can get most thing next day & sooner if in certain post code areas. Images of products have, for me, been accurate, reviews helpful & only ever had one damaged product whixmch was replaced without any fuss. Hardest aspect is the form of contacting Amazon CS if there has been a delivery issue, for me, is too long winded, a direct chat line would suffice",5,1
I'll never order another thing from Amazon again. I created a registry so this company could order me stuff through there. My coffee table lights that I got I can't get a hold of anybody to get any information on how lights go on there. I put a futon and mattress in my registry and somehow only the mattress gets ordered. An Amazon customer service is no help whatsoever. Never again eBay or Walmart no Amazon but they're more expensive you can't really get a hold of the sellers like you can w/ebay,1,-1
Dont use Amazon SG for orders sold and supplied from Amazon US. Sure they may offer free delivery but Amazon SG cant even contact Amazon Fulfilment centre to check on orders status. Custom service are polite but have stated .... we cant contact amazon US. Im unable to as well. Only suggest try cancel and reorder again. Despite shipment overdue already (Now a higher price as well).,1,-1
No longer works. Every time I load it i get uh oh something went wrong. Tried reinstalling. Clearing data. Still same results. Update //. Still broken.    - still same error,1,-1
Usually a great experience shopping on Amazon. I've had a few mix ups but they've always made it right and that's what matters.,5,1
The app sucks if your searching for a gift cause the app now only lets you choose certain things and you need to know what you want or else it won't pop up...before they let you choose from a list like new tech...now it shows sonly stuff that I don't want or need because they think it is what I want...let me decide what I want not you,1,-1
Why did the app change my language? I can't spend money if I can't read it! I went to settings and put the US 🇺🇸 for English. It shows the right flag but it's the wrong language!,1,-1
"Unbelievably Poor Customer Service... With support staff as apathetic as Firose, who just ignored numerous questions and tried to end the conversation without solving the issue, you can't help but wonder what they're paying their customer support team to do. The customer support team is the worst part of using this app.",1,-1
Amazon is always my first go to app for any online purchase they always seem to have the best products plus the best product reviews I love the prime shipping option and quick delivery as well plus I've never had a problem returning anything either,5,1
"This app is f worthless. I'm signed in on app and website and shopping list and cart does not match. Each time I need to fix my address with is remaining on useless app without any option to switch from website to application. It terms of user experience, searching and filtering products it's worst app ever used. I cannot understand how Amazon is leader on global market. If support can help me solving at least how to find list save in browser on this damn app...",1,-1
Almost half the products in my search results are ads. This is incredibly inconvenient when I'm only looking for a specific brand product. I'm complaining to Amazon everywhere until something is done about this. It's ridiculous.,1,-1
"Next day delivery is NEVER next day. It's always  or  days. It's gets so frustrating when it says next day delivery & that's why you order that certain product, then when it comes time they always email saying it's a day out or sorry we're running behind. I'm honestly going to cancel my Amazon subscription that I've had since . It's a waste of money.",1,-1
So I ordered a phone case and used the advertised  day shipping. The case was sent to my old address that I have no access to (funny since I triple checked my address book And mad sure it sent to the new one) and when I called customer service and explained what had happened they told me that it was in the final sorting phase and could not be cancelled. Their suggestion was for me to be a porch pirate and intercept the order to return it.  THAT'S ILLEGAL and  I DON'T HAVE ACCESS TO THE HOUSE.,1,-1
"Please fix this app. I keep having one issue after another. *First issue: If you need to type a message or comment in the app (ie: leaving reviews, texting for help etc. ), the keyboard pops up and covers the dialog box so you can't see what you're typing. *Second issue: The orders page will not load. Sometimes I can get it after hitting back, but most the time it's just a blank page. I can't check on shipping status, returns etc. This is an important feature and needs corrected please.",2,-1
"It is the worst, it doesn't even want to open. The app doesn't work. It is giving me problems,it always closes up when i try to open it.",1,-1
"Broken search and filters for Egypt app. No search history, and when I apply a filter it messes all the results and shows me unrelated products to what I was searching... Also, the filters work with some weird criteria... I can't set a limit to the price.. I can't choose the brand in some items.. Can't choose relevant criteria to the product (e.g. screen size, storage and RAM for electronics, size and color for cloths and foot wear.. etc.).. Please fix all that.. It was available on souq app.",2,-1
"What is the point of this app? I try by a gift card, I get blocked. Customer service number gets blocked from my device, and the app just sends me round in circles. Really, why did you make the app? Just say your products are limited to people in certain countries. There isn't even a way to get help once your account is locked. What a useless app. Your customer service is pathetic.",1,-1
I totally love the Amazon prime members app even more than eBay when ordering any types of products the Amazon app allows you to make a purchase order and get the product same day delivery and you can choose any delivery time and date on the app as long as you choose your delivery before pm you will get your order anytime up until pm or even pm at night  i totally love ordering products on this Amazon app knowing that I can get same day delivery and my delivery always come on time ️️️️,5,1
Great plat form application. Easy to use and helpful after sale customer service if you bought something that not match the provider description.,4,-1
"This app is absolutely ridiculous, just got a brand new phone and the app is constantly crashing while trying to login to my account. Out of + apps, this is the only one I'm having issues with. Think I'm finally going to get in after the MFA only to get kicked back to the create an account or login screen.",1,-1
"Amazon used to be a fair priced site to shop on but the prices on certain items I just bought a year ago have tripled in price. Plus prime membership has gone up as well. If I go to Walmart, I pay a lot less on things like laundry detergent, shampoo and body wash. Delivery is usually on time but sometimes it can take up to a week to get prime qualified deliveries. It's still so convenient to get things delivered to my front door, though.",3,-1
"We need a ""SAVE FOR LATER"" option when shopping for groceries. I don't have Alexa.. so saving to, and finding things, in the Alexa list is not that easy. If there was a SAVE FOR LATER (like with the regular cart), items could be found much easier. Please add this option.",3,-1
More organized than the website on PC. Very easy to use and streamlined app,5,1
"Oops error on our end. Amazon tech support was no help. Forum post explains this is due to ad blocking, which I had recently enabled on my router. Turn off adblock, or search SNB forums for allow list. Ridiculous that prime members pay over $ a year for an app that will not work unless they can push ads.",2,-1
While i was browsing Amazon on browser i received a pop saying if i use the app I'll get $. I clicked on it and used the app but i don't see that credited to my account. The Amazon helpline transferred the call to App Star team he has no knowledge of it rather than reading promo description and he hung up on me when I requested info on what happened to my $. Rude.,1,-1
"Everything is overpriced and I am getting scammed way more often now. Combine that with the upcoming price increase. I'm sorry but there is not enough protection for the cost. At this pointI'm basically paying Amazon to take advantage of me. PS, Google you need to allow us to upload screen shots of our problems with apps when we give ratings. I have transcripts of walking the Amazon rep through this latest scam. I had to copy and paste the bad reviews in to the chat as well as ask for manager.",1,-1
Reason for  stars is DON'T OFFER SAME DAY DELIVERY IF ODERED IN  HOURS IF YOUR NOT GOING TO JOLD UP TO IT. AND PACKAGING I DON'T NEED A A CARDBOARD ENVELOPE FOR A RING COMMON ENOUGH PEOPLE HAVE COMPLAINED ABOUT THIS. For a billion dollar company if this stuff can't be sorted then sell it to someone who can. Also delivery is very inaccurate too.,2,-1
"When I'm in the middle of a search, and switch to another app for a moment, when I return to amazon it resets to home page - forcing me to start the search over. :/ But the worst thing is that in  I still can't exclude search terms!! This is killing me, often I just give up on amazon and go elsewhere, cause there's no way to filter unwanted search results. Can't believe this is still an issue.",2,-1
"I updated the app a couple of weeks ago not knowing the layout had changed. Got used to it quickly, but I have one issue. When I go to my orders, I cannot see what was recently ordered most of the time. I updated the app a few minutes ago thinking that issue had been resolved, but it hasn't. I need to be able to see my recent orders every single time, but most of the time I can't. As for the new layout, doesn't really make anything better............",3,-1
"I held off on installing this app for so long. Finally did so, great regret. It seems to have somehow corrupted my Amazon account. Perhaps there is some kind of background collaboration with an independent company Amazon Pay. Whatever. Don't do it. I am unstalling and using other websites for my online business.",1,-1
"Not sure what's happening at Amazon, but they FAILED to deliver my last THREE consecutive packages I've ordered. Used to be real good. Now they are worse than USPS. I'm ordering from other websites now. Considering Amazon isn't prime anymore, or even delivering packages at this point. I'll wait the extra time to ship from another website. A holes.",1,-1
I absolutely love this app you can find so many awesome things you can buy on Amazon and the app makes it so much easier than having to go to the website itself!!!,5,1
"I've ordered plenty of items from Amazon for my  the Birthday last year and loved the service they texted me and let me know when my merchandise would arrive and was on time every time and they would text me and let me know with a picture that it was delivered and were it was left just in case I wasn't home, only took a few days to receive it and couldn't ask for nothing better and wouldn't change them for the world, ordered from someone else before them and took a month to receive. I'll BONW",5,1
"Overall, the app had been pretty good. Lately it has not been allowing me to access my orders without making several attempts. Oftentimes when searching, it comes up with an error and sends me back home. I'm not sure what has happened, but I would most definitely like it to be fixed!",3,-1
"You guys disappointed me today. I ordered two items on Amazon. They were supposed to be delivered today, the driver left a message saying Item was delivered to a resident. He couldn't give that resident identification. The driver stole the items himself. I can't believe that. I lost my money. I do not even have a customer service number to call them. I looked for a number on the Amazon page call. I can't find a number. This is a total robbery.",1,-1
"I guess it's ok. Still get stupid call's from people saying they is calling from Amazon and a purchase was taking out in my name a order from Apple Pods and a Apple Phone for about . Dollars. I never ordered Apple products in my life. Somebody probably using my identity, I would not be surprised.",4,1
"I have been on and off with Amazon for some time, but no matter what Amazon is great. I am connected with Prime so my children enjoy the freedom to watch there shows and with Amazon Music I have experienced different ways and blessed additions to my music applications. Thanks for an overall blessed experience.",5,1
Bad experience everytime app so laggy,1,-1
"bringing up the ORDER list causes the app to crash. Something was changed on Amazon's end as it displays the ""uh-oh something went wrong on our end"" message. hoping for a quick solution.",3,-1
I have two authentication apps but Amazon still send me an OTP via SMS for two factor authentication. Many screens in the option menu open a WebView with the regular Amazon website visualised inside the app (obviously doesn't fit so the experience is horrible). It's ultra slow.,2,-1
"Complicated menu, no free shipping but for orders over $, won't show how much tax and shipping costs are added to my purchases. Walmart is better, except you have more products. Also, a lot of your clothing is cheap made.",2,-1
"The app has been pissing me off lately. Language switched to French and there's no option to change it back to English. Went on the website to change it, but does not reflect on the app.",2,-1
"absolutely love Amazon. They are exactly what they say they are. if you are not satisfied with product with a qualified time frame you can return no question asked. returns are as easy as ordering. customer service is just like ordering an returning very simple,fast and easy,but also patient very friendly,and patient. Love Amazon--A-CLAUSE.",5,1
"I have reloaded this app several times because an error keeps showing on their pages for descriptions of products. I reload and it keeps happening. Please fix this issue, thanks.",1,-1
Nice app,5,1
"I stream everyday on Amazon Prime with a firestick. This week the app updated and the new platform sucks. Previews autoplay when you light on the show, and you can't look up actors and their IMDB information on most shows. These are my two biggest pet peeves on other platforms, and I'm sad to see that Amazon, which was the cream-of-the-crop in streaming, now bow to that lower standard. I can't even undo the update, according to the customer service person.",2,-1
"Since I can't find any feedback option in the app (what a surprise, worlds shittest company won't accept feedback), I'll put it here. What is the point of storing payment methods when if you want to switch between them you have to verify the whole card number AGAIN? Isn't the point of a password and security on your account to protect against the kind of abuse you're attempting to prevent by making customers confirm their card number? Terrible user experience = amazon",1,-1
Been using prime for years. Issues started with being unable to critique sponsored items I bought. If it's anything under  stars you get banned from reviewing and CS never responds to emails. Now there's an irritating alexa bubble on my screen when using the app. No way to remove it at this time. Might be getting time to move on from Amazon.,2,-1
"What irritates me is Amazon is totally spying on me, I work at Walmart and my work phone is my product scanner for stocking products, every item that have scanned shows up as recommendations for Amazon purchase. Other than that I'm content with the app.",2,-1
